BigBlueButtonBN,Fail,Faili esitamine,Foorum,Hindajaraport,Kaust,Kommentaarid tööle,Küsitlus,Leht,Logid,Minu hinderaport,Onlain teksti esitamine,Osalemine,Prügikast,Rühma valimine,Süsteem,Tagasiside,Tegevuste aruanne,Test,Tund,URL,Virtual programming lab,Õppijaraport,Ülesanne,Ülevaate aruanne,label,y
0.0,1.588235294117647,0.7058823529411765,1.3529411764705883,0.0,1.2941176470588236,0.0,0.5294117647058824,6.294117647058823,0.0,0.0,0.35294117647058826,0.8235294117647058,0.0,0.5882352941176471,82.47058823529412,2.2941176470588234,0.0,204.35294117647058,9.470588235294118,11.352941176470589,58.05882352941177,8.176470588235293,6.647058823529412,0.0,5,98.4
0.0,1.1764705882352942,0.47058823529411764,4.705882352941177,0.0,0.8235294117647058,0.0,0.6470588235294118,4.705882352941177,0.0,0.0,0.0,0.23529411764705882,0.0,1.1764705882352942,71.23529411764706,1.9411764705882353,0.0,176.8235294117647,3.764705882352941,8.647058823529411,23.529411764705884,11.529411764705882,5.0,0.4117647058823529,5,84.6
0.0,0.4117647058823529,1.1764705882352942,2.235294117647059,0.0,0.11764705882352941,0.0,0.7647058823529411,1.6470588235294117,0.0,0.0,0.8235294117647058,0.6470588235294118,0.0,0.35294117647058826,36.05882352941177,0.47058823529411764,0.0,90.6470588235294,5.470588235294118,6.411764705882353,41.94117647058823,2.0,5.470588235294118,0.0,5,98.7
0.0,0.35294117647058826,0.5882352941176471,8.117647058823529,0.0,0.8823529411764706,0.0,0.7647058823529411,1.411764705882353,0.0,0.0,0.35294117647058826,0.6470588235294118,0.0,0.7647058823529411,49.64705882352941,0.7647058823529411,0.0,114.05882352941177,2.7058823529411766,3.4705882352941178,26.941176470588236,17.88235294117647,10.058823529411764,0.0,5,42.23
0.0,0.7647058823529411,0.5882352941176471,4.411764705882353,0.0,0.29411764705882354,0.0,0.35294117647058826,1.1764705882352942,0.0,0.0,0.23529411764705882,0.7058823529411765,0.0,0.47058823529411764,38.05882352941177,1.7647058823529411,0.0,86.05882352941177,12.705882352941176,6.882352941176471,26.0,0.0,4.117647058823529,0.0,5,101.7
0.0,0.058823529411764705,0.7058823529411765,3.0588235294117645,0.0,0.4117647058823529,0.0,0.9411764705882353,3.0,0.0,0.0,0.11764705882352941,0.17647058823529413,0.0,0.35294117647058826,35.94117647058823,1.3529411764705883,0.0,109.82352941176471,3.235294117647059,2.0,16.705882352941178,1.3529411764705883,4.9411764705882355,0.0,5,89.4
0.0,0.29411764705882354,0.7058823529411765,2.5294117647058822,0.0,0.29411764705882354,0.0,0.47058823529411764,1.6470588235294117,0.0,0.0,0.47058823529411764,0.4117647058823529,0.0,0.5294117647058824,24.0,0.23529411764705882,0.0,67.29411764705883,8.117647058823529,1.7647058823529411,11.882352941176471,3.235294117647059,7.294117647058823,0.0,5,93.29
0.0,0.29411764705882354,0.35294117647058826,3.764705882352941,0.0,0.17647058823529413,0.0,0.5882352941176471,1.4705882352941178,0.0,0.0,0.0,0.23529411764705882,0.0,0.29411764705882354,24.294117647058822,0.5882352941176471,0.0,48.76470588235294,0.17647058823529413,3.1176470588235294,25.529411764705884,0.0,2.4705882352941178,0.0,5,78.21
0.0,0.35294117647058826,0.35294117647058826,1.3529411764705883,0.0,0.23529411764705882,0.0,0.47058823529411764,1.0588235294117647,0.0,0.0,0.11764705882352941,0.7058823529411765,0.0,0.29411764705882354,27.88235294117647,0.4117647058823529,0.0,101.94117647058823,14.823529411764707,6.0588235294117645,16.647058823529413,0.8823529411764706,3.0588235294117645,0.0,5,88.5
0.0,0.8235294117647058,0.5882352941176471,0.6470588235294118,0.0,0.11764705882352941,0.0,0.7058823529411765,1.9411764705882353,0.0,0.0,0.35294117647058826,0.17647058823529413,0.0,0.5294117647058824,23.941176470588236,0.47058823529411764,0.0,57.705882352941174,0.7058823529411765,3.9411764705882355,6.117647058823529,1.4705882352941178,3.4705882352941178,0.058823529411764705,5,57.94
